Ind,Exercise,Difficulty_Level,Target_Muscle_Group,Prime_Mover_Muscle,Primary_Equipment ,Secondary_Items,Posture,Single_or_Double_Arm,Continuous_or_Alternating_Arms,Grip,Load_Position_Ending,Continuous_or_Alternating_Legs ,Foot_Elevation,Combination_Exercises,Body_Region,Force_Type,Laterality,Primary_Exercise_Classification
122,EZ Bar Seated Overhead Tricep Extension,Novice,Triceps,Triceps Brachii,EZ Bar,1,Seated,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
123,EZ Bar Standing Overhead Tricep Extension,Novice,Triceps,Triceps Brachii ,EZ Bar,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
124,Barbell Thruster,Intermediate,Quadriceps,Quadriceps Femoris,Barbell,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Full Body,Push,Bilateral,Bodybuilding
125,Bodyweight Diamond Push Up,Novice,Triceps,Triceps Brachii ,Bodyweight,0,Prone,Double Arm,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Calisthenics
126,EZ Bar Lying Tricep Extension ,Novice,Triceps,Triceps Brachii ,EZ Bar,1,Supine,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
127,Cable Rope Overhead Tricep Extension,Novice,Triceps,Triceps Brachii ,Cable,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
128,Single Arm Cable Reverse Grip Tricep Pushdown,Novice,Triceps,Triceps Brachii ,Cable,0,Standing,Single Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
129,EZ Bar Reverse Grip Bicep Curl,Novice,Forearms,Brachioradialis,EZ Bar,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
130,Stability Ball Single Arm Dumbbell Chest Press,Novice,Chest,Pectoralis Major,Dumbbell,0,Supine,Single Arm,Continuous,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
131,Suspension Face Pull,Novice,Shoulders,Posterior Deltoids,Suspension Trainer,0,Standing,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Unsorted*
132,Landmine V Grip Row,Novice,Back,Latissimus Dorsi,Landmine,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
133,Double Dumbbell Thruster,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Full Body,Push,Bilateral,Bodybuilding
134,Single Arm Dumbbell Thruster,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Full Body,Push,Unilateral,Bodybuilding
135,Single Arm Landmine Row,Novice,Back,Latissimus Dorsi,Landmine,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
136,Superband Assisted Bar Wide Grip Pull Up,Novice,Back,Latissimus Dorsi,Superband,1,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Calisthenics
137,Stability Ball Prone Cobra,Novice,Back,Erector Spinae ,Stability Ball,0,Prone,Double Arm,Continuous,No Grip,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Unsorted*,Bilateral,Postural
138,Single Arm Dumbbell Overhead Carry,Intermediate,Shoulders,Anterior Deltoids,Dumbbell,0,Walking,Single Arm,Continuous,Neutral,Overhead,Alternating,No Elevation,Single Exercise,Full Body,Other,Unilateral,Unsorted*
139,Double Dumbbell Pendlay Row,Novice,Back,Latissimus Dorsi,Dumbbell,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
140,Cable Straight Bar Pullover,Novice,Back,Latissimus Dorsi,Cable,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
141,Single Arm Cable Half Kneeling Lat Pulldown,Novice,Back,Latissimus Dorsi,Cable,0,Half Kneeling,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
142,Single Arm Cable Half Kneeling Low Row,Novice,Back,Latissimus Dorsi,Cable,0,Half Kneeling,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
143,Single Arm Suspension Low Row,Novice,Back,Latissimus Dorsi,Suspension Trainer,0,Standing,Single Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Unsorted*
144,Double Dumbbell Incline Bench Prone Row,Novice,Back,Latissimus Dorsi,Dumbbell,1,Prone,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
145,Barbell Pendlay Row,Novice,Back,Latissimus Dorsi,Barbell,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
146,Barbell Bench Press,Novice,Chest,Pectoralis Major,Barbell,1,Supine,Double Arm,Continuous,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Powerlifting
147,Cable Single Leg Standing Bent Knee Hip External Rotation,Novice,Glutes,Gluteus Maximus,Cable,0,Single Leg Standing Bent Knee,No Arms,Continuous,Hand Assisted,Other,Continuous,No Elevation,Single Exercise,Lower Body,Other,Unilateral,Unsorted*
148,Cable Hip Rotation,Novice,Glutes,Gluteus Maximus,Cable,0,Standing,No Arms,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Lower Body,Other,Bilateral,Unsorted*
149,Barbell Bicep Curl,Novice,Biceps,Biceps Brachii,Barbell,0,Standing,Double Arm,Continuous,Supinated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
150,Barbell Overhead Press,Novice,Shoulders,Anterior Deltoids,Barbell,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
151,Barbell Push Press,Novice,Shoulders,Anterior Deltoids,Barbell,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Unsorted*
152,Barbell Bent Over Row,Novice,Back,Latissimus Dorsi,Barbell,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
153,Single Arm Landmine Meadows Row,Novice,Back,Latissimus Dorsi,Landmine,0,Standing,Single Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
154,Cable Straight Bar Seated Bicep Curl,Novice,Biceps,Biceps Brachii,Cable,1,Seated,Double Arm,Continuous,Supinated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
155,Cable Rope Bench Skull Crusher,Novice,Triceps,Triceps Brachii,Cable,1,Supine,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
156,Single Arm Dumbbell Seated Cuban Press,Novice,Shoulders,Posterior Deltoids,Dumbbell,1,Seated,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push & Pull,Unilateral,Unsorted*
157,Bodyweight Wall Facing Handstand,Novice,Shoulders,Anterior Deltoids,Bodyweight,0,Inverted,Double Arm,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Other,Bilateral,Calisthenics
158,Parallette Close Grip Push Up,Novice,Triceps,Triceps Brachii,Parallette Bars,0,Prone,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Calisthenics
159,Parallette Wide Push Up,Novice,Chest,Pectoralis Major,Parallette Bars,0,Prone,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Calisthenics
160,Barbell Front Raise,Novice,Shoulders,Anterior Deltoids,Barbell,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
161,Single Arm Cable Front Raise,Novice,Shoulders,Anterior Deltoids,Cable,0,Standing,Single Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
162,Parallette Side Plank,Intermediate,Abdominals,Obliques,Parallette Bars,0,Side Plank,Single Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Midsection,Other,Unilateral,Calisthenics
163,Cable Straight Bar Front Raise,Novice,Shoulders,Anterior Deltoids,Cable,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
164,Barbell Close Grip Bench Press,Novice,Triceps,Triceps Brachii,Barbell,1,Supine,Double Arm,Continuous,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
165,Single Arm Cable Bicep Curl,Novice,Biceps,Biceps Brachii,Cable,0,Standing,Single Arm,Continuous,Supinated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
166,Single Arm Cable Shotgun Row,Novice,Back,Latissimus Dorsi,Cable,0,Staggered Stance,Single Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
167,Cable Half Kneeling Face Pull,Novice,Shoulders,Posterior Deltoids,Cable,0,Half Kneeling,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Unsorted*
168,Stability Ball Double Dumbbell W Raise,Novice,Shoulders,Posterior Deltoids,Stability Ball,2,Prone,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Unsorted*
169,Single Arm Kettlebell Bent Over Row,Novice,Back,Latissimus Dorsi,Kettlebell,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
170,Double Kettlebell Gorilla Row,Novice,Back,Latissimus Dorsi,Kettlebell,0,Standing,Double Arm,Alternating,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
171,Kettlebell Alternating Halo,Novice,Shoulders,Posterior Deltoids,Kettlebell,0,Standing,Double Arm,Continuous,Bottoms Up Horn Grip,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Mobility
172,Single Arm Kettlebell Overhead Press,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
173,Kettlebell Horn Grip Bicep Curl,Novice,Biceps,Biceps Brachii,Kettlebell,0,Standing,Double Arm,Continuous,Bottoms Up Horn Grip,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
174,Double Dumbbell Prone Row,Novice,Back,Latissimus Dorsi,Dumbbell,1,Prone,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
175,Double Kettlebell Z Press,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Seated Floor,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
176,Double Kettlebell Push Press,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
177,Barbell Prone Row,Novice,Back,Latissimus Dorsi,Barbell,1,Prone,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
178,Single Arm Dumbbell Cuban Press,Novice,Shoulders,Posterior Deltoids,Dumbbell,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push & Pull,Unilateral,Unsorted*
179,Single Arm Kettlebell Push Jerk,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Unsorted*
180,Barbell Incline Bench Press,Novice,Chest,Pectoralis Major,Barbell,1,Seated,Double Arm,Continuous,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
181,Double Kettlebell Tall Kneeling Overhead Press,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Tall Kneeling,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
182,Double Dumbbell Incline Bench Prone Y Raise,Novice,Shoulders,Posterior Deltoids,Dumbbell,1,Prone,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Postural
183,Suspension Face Pull to Overhead Press,Novice,Shoulders,Posterior Deltoids,Suspension Trainer,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Combo Exercise,Upper Body,Push & Pull,Bilateral,Unsorted*
184,Double Dumbbell Reverse Grip Bench Press,Novice,Chest,Pectoralis Major,Dumbbell,1,Supine,Double Arm,Continuous,Supinated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
185,Single Arm Cable Seated Floor Lat Pulldown,Novice,Back,Latissimus Dorsi,Cable,0,Seated Floor,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
186,Double Dumbbell Suitcase Carry,Beginner,Forearms,Brachioradialis,Dumbbell,0,Walking,Double Arm,Continuous,Neutral,Suitcase,Alternating,No Elevation,Single Exercise,Full Body,Other,Bilateral,Unsorted*
187,Single Arm Resistance Band Half Kneeling Cuban Press,Novice,Shoulders,Posterior Deltoids,Resistance Band,0,Half Kneeling,Single Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Push & Pull,Unilateral,Unsorted*
188,Double Dumbbell Cuban Press,Novice,Shoulders,Posterior Deltoids,Dumbbell,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push & Pull,Bilateral,Unsorted*
189,Double Kettlebell Pendlay Row,Novice,Back,Latissimus Dorsi,Kettlebell,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
190,Double Kettlebell Half Kneeling Overhead Press,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Half Kneeling,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
191,Single Arm Kettlebell Push Press,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Unsorted*
192,Double Kettlebell Push Jerk,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Unsorted*
193,Double Dumbbell Glute Bridge Isometric Floor Press,Novice,Chest,Pectoralis Major,Dumbbell,0,Bridge,Double Arm,Continuous,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Full Body,Push,Bilateral,Bodybuilding
194,Double Kettlebell Seesaw Overhead Press,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Double Arm,Alternating,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Unsorted*
195,Alternating Double Kettlebell Z Press,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Seated Floor,Double Arm,Alternating,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
196,Bodyweight Burpee,Intermediate,Chest,Pectoralis Major,Bodyweight,0,Standing,Double Arm,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Full Body,Push,Bilateral,Unsorted*
197,Double Dumbbell Devil Press,Advanced,Shoulders,Anterior Deltoids,Dumbbell,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Full Body,Push,Bilateral,Unsorted*
198,Alternating Single Arm Dumbbell Devil Press,Advanced,Shoulders,Anterior Deltoids,Dumbbell,0,Standing,Single Arm,Alternating,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Full Body,Push,Unilateral,Unsorted*
199,Double Kettlebell Seesaw Z Press,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Seated Floor,Double Arm,Alternating,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
200,Double Plate Lu Raise,Novice,Shoulders,Infraspinatus,Weight Plate,0,Standing,Double Arm,Continuous,Other,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Unsorted*,Bilateral,Mobility
201,Plate Steering Wheel,Novice,Shoulders,Anterior Deltoids,Weight Plate,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Unsorted*,Bilateral,Unsorted*
202,Suspension Cuban Press,Novice,Shoulders,Posterior Deltoids,Suspension Trainer,0,Standing,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Push & Pull,Bilateral,Unsorted*
203,Barbell Decline Bench Press,Novice,Chest,Pectoralis Major,Barbell,1,Supine,Double Arm,Continuous,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
204,Kettlebell Half Kneeling Alternating Halo,Novice,Shoulders,Posterior Deltoids,Kettlebell,0,Half Kneeling,Double Arm,Continuous,Bottoms Up Horn Grip,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Mobility
205,Kettlebell Tall Kneeling Alternating Halo,Novice,Shoulders,Posterior Deltoids,Kettlebell,0,Tall Kneeling,Double Arm,Continuous,Bottoms Up Horn Grip,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Mobility
206,Bodyweight Rolling Squat Burpee,Advanced,Chest,Pectoralis Major,Bodyweight,0,Standing,Double Arm,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Full Body,Push,Bilateral,Plyometric
207,Kettlebell Tall Kneeling Alternating Hip to Halo,Novice,Shoulders,Posterior Deltoids,Kettlebell,0,Tall Kneeling,Double Arm,Alternating,Bottoms Up Horn Grip,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Mobility
208,Barbell Seated Overhead Press,Novice,Shoulders,Anterior Deltoids,Barbell,1,Seated,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
209,Dumbbell Crush Grip Z Press,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Seated Floor,Double Arm,Continuous,Crush Grip,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
210,Barbell Half Kneeling Overhead Press,Novice,Shoulders,Anterior Deltoids,Barbell,0,Half Kneeling,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
211,Barbell Tall Kneeling Overhead Press,Novice,Shoulders,Anterior Deltoids,Barbell,0,Tall Kneeling,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
212,Barbell Bodyweight Row,Novice,Back,Latissimus Dorsi,Barbell,1,Supine,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Calisthenics
213,Ring Row,Novice,Back,Latissimus Dorsi,Gymnastic Rings,0,Supine,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Calisthenics
214,Slider Single Arm Kettlebell Suitcase Ipsilateral Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
